,Регион,Год,Число больничных коек,Мощность амбулаторно-поликлинических организаций,Численность врачей всех специальностей,Численность среднего медицинского персонала,Заболеваемость на 1000 человек населения,Среднедушевые денежные доходы населения,Смертность населения в трудоспособном возрасте,Число предприятий и организаций,Выбросы загрязняющих веществ в атмосферный воздух,Улавливание загрязняющих атмосферу веществ,Сброс загрязненных сточных вод в поверхностные водные объекты,Средняя продолжительность жизни
99,Ярославская область,2019,86.9,269.0,50.3,93.7,924.9,28667.0,506.8,21857.0,92.0,16.0,169.0,72.92
100,Ярославская область,2020,91.5,290.5,55.2,95.0,818.6,29527.0,616.2,21857.0,84.0,19.0,159.0,70.94
101,Ярославская область,2021,96.4,294.7,54.4,95.6,955.3,33124.0,701.9,21857.0,87.0,15.0,148.0,69.07
102,г. Москва,2005,96.0,335.2,72.7,90.8,679.6,24014.0,485.4,1221514.0,89.0,87.0,1959.0,71.59
103,г. Москва,2010,93.4,322.5,77.7,99.4,696.6,44051.0,389.3,1161505.0,63.0,74.0,909.0,74.15
16,г. Москва,2011,92.7,323.6,77.9,110.25,715.1,47319.0,359.5,1218656.0,61.0,67.0,908.0,75.79
102,г. Москва,2012,89.3,314.2,68.9,110.25,698.6,48935.0,364.3,1281657.0,72.0,47.0,925.0,75.74
188,г. Москва,2013,85.5,314.9,68.6,97.9,684.2,54869.0,352.6,1173170.0,66.0,52.0,946.0,76.37
274,г. Москва,2014,78.6,316.5,66.1,92.8,662.3,54504.0,351.9,1142555.0,68.0,58.0,863.0,76.7
104,г. Москва,2015,67.6,313.7,55.7,90.8,631.4,60535.0,340.7,1171307.0,63.0,42.0,818.0,76.77
360,г. Москва,2016,65.2,311.1,55.4,89.7,645.0,59205.0,326.1,1012397.0,63.0,43.0,825.0,77.08
446,г. Москва,2017,62.1,309.3,55.9,83.3,628.1,62532.0,309.1,1001076.0,60.0,52.0,845.0,77.87
105,г. Москва,2019,65.1,309.1,61.2,83.8,658.2,75891.0,313.5,720314.0,75.0,93.0,820.0,78.36
106,г. Москва,2020,71.6,328.0,69.9,90.3,632.6,78106.0,374.0,620458.0,60.0,117.0,799.0,76.2
107,г. Москва,2021,63.5,354.6,72.9,89.0,715.8,88831.0,423.2,569398.0,63.0,182.0,807.0,74.55
168,г. Санкт-Петербург,2005,97.6,328.3,80.0,103.7,724.9,12264.0,731.8,21857.0,53.0,63.0,1188.0,68.03
169,г. Санкт-Петербург,2010,89.3,314.7,84.8,99.4,857.1,24824.0,488.8,21857.0,57.0,109.0,1346.0,72.06
28,г. Санкт-Петербург,2011,94.8,315.6,87.2,110.25,878.8,26069.0,467.8,367457.0,69.0,123.0,1239.0,73.06
114,г. Санкт-Петербург,2012,92.0,315.0,80.6,110.25,883.5,27834.0,445.6,348481.0,69.0,114.0,1215.0,73.43
200,г. Санкт-Петербург,2013,91.5,307.7,81.2,98.4,877.2,31407.0,413.5,354354.0,72.0,105.0,1157.0,74.22
286,г. Санкт-Петербург,2014,87.0,315.8,81.5,102.0,877.7,34724.0,409.2,357124.0,71.0,109.0,1054.0,74.57
170,г. Санкт-Петербург,2015,85.7,309.4,73.8,111.5,931.5,37428.0,414.2,21857.0,73.0,94.0,1023.0,74.42
372,г. Санкт-Петербург,2016,83.6,332.8,77.5,110.7,1009.6,41166.0,399.6,355755.0,78.0,97.0,1093.0,74.9
458,г. Санкт-Петербург,2017,84.5,336.8,80.7,110.8,999.1,42133.0,380.2,345277.0,87.0,82.0,1033.0,75.45
171,г. Санкт-Петербург,2019,83.5,356.5,84.9,109.2,1003.6,47472.0,358.3,21857.0,67.0,7987.0,975.0,76.31
172,г. Санкт-Петербург,2020,82.8,354.6,89.3,110.9,990.2,49375.0,440.4,21857.0,67.0,38.0,971.0,73.99
173,г. Санкт-Петербург,2021,84.7,374.2,91.6,110.3,1200.6,57745.0,494.8,21857.0,72.0,33.0,998.0,72.51
36,г. Севастополь,2011,90.1,269.4,47.6,110.25,795.85,23687.0,632.4,21857.0,94.5,147.0,87.0,69.9
122,г. Севастополь,2012,90.1,269.4,47.6,110.25,795.85,23687.0,632.4,21857.0,94.5,147.0,87.0,69.9
208,г. Севастополь,2013,90.1,269.4,47.6,110.25,795.85,23687.0,632.4,21857.0,94.5,147.0,87.0,69.9
294,г. Севастополь,2014,70.5,208.3,41.1,82.4,561.8,23687.0,498.9,5690.0,1.0,0.5,19.0,72.28
380,г. Севастополь,2016,60.2,191.6,40.2,78.3,515.8,24096.0,551.6,10549.0,4.0,2.0,22.0,71.64
466,г. Севастополь,2017,82.6,198.8,46.8,93.4,531.9,24713.0,436.2,11214.0,5.0,2.0,23.0,73.37
